latitude,longitude,altitude,geometry,coordinates,@id,name,ref:FFVL,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
,,,Polygon,"6.5103105,43.9593657,6.5104812,43.9592699,6.5105659,43.9593972,6.5105214,43.9594281,6.5103105,43.9593657",way/67883206,Aerogliss,,,,,,free_flying,,,,,,,,,,,,,,cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010,yes,,,,,retail,1,yes,paragliding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2028097,45.7813347,6.2027995,45.781278,6.2028004,45.7812015,6.2028011,45.7811683,6.2029507,45.7811704,6.2029512,45.7813318,6.2028097,45.7813347",way/74093105,Espace3D - Parapente,,,,,,free_flying,,,http://www.espace3d.fr/,,,,,,,,,,,extraction vectorielle v1 cadastre-dgi-fr source : Direction Générale des Impôts - Cadas. Mise à jour : 2010,,,,,,yes,,,,sport,+33 6 50 33 61 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.8995901,46.3165599,6.8998581,46.3162212,6.900652,46.3164806,6.900384,46.3168267,6.8995901,46.3165599",way/77248414,Atterissage Parapente/Delta 'Vionnaz',,yes,yes,landing,pitch,free_flying,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2672811,43.854197,6.2668085,43.8541943,6.266757,43.8535901,6.267141,43.8535256,6.2672811,43.854197",way/78020597,Décollage du Mont Denier,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,scree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2467162,43.8535174,6.2472759,43.8526436,6.248702,43.8530795,6.2486998,43.8533575,6.2487763,43.8535885,6.2488968,43.8536819,6.246927,43.8536166,6.2467162,43.8535174",way/78020602,,,,yes,landing,,free_flying,,,,,,,,,,,,,,,,,fell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.4920371,43.9770788,6.4919527,43.9769224,6.4922427,43.9767837,6.4922488,43.9767993,6.4922808,43.9768161,6.4923308,43.9768199,6.4924595,43.9767786,6.4926117,43.9767311,6.49275,43.9767388,6.4927841,43.9767288,6.4929725,43.9768689,6.4929267,43.9769394,6.492882,43.9769539,6.4927149,43.9769608,6.4925947,43.9769739,6.4922935,43.9770474,6.4920371,43.9770788",way/80208132,Décollage Chalvet Est,,,yes,takeoff,,free_flying,,,,,,,,,,,,,,,,,heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4544107,43.8869313,7.4544965,43.8867999,7.4547433,43.8866529,7.454915,43.886738,7.4547111,43.8870241,7.4544107,43.8869313",way/84187778,,,,,takeoff,,free_flying,,,,meadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.4425819,43.7656375,7.4425047,43.7653779,7.4426972,43.7653246,7.4427064,43.7653518,7.4428182,43.765339,7.4428381,43.7653927,7.4428921,43.7655973,7.4425819,43.7656375",way/93225425,Décollage de Roquebrune Cap-Martin Mont-Gros,,,yes,takeoff,,free_flying,,,,meadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.2517054,46.0905173,7.2511927,46.0902999,7.2510881,46.0902693,7.2510522,46.0902069,7.2510446,46.0900079,7.251098,46.0899671,7.2512527,46.0899627,7.2514899,46.0899912,7.2518151,46.0901082,7.2520306,46.0902947,7.2517968,46.0905594,7.2517054,46.0905173",way/93690408,Décollage Les Ruinettes,,,yes,takeoff,pitch,free_flying,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.222859,45.8532943,6.2229278,45.8531954,6.2228664,45.8531747,6.2228907,45.8531397,6.2229521,45.8531604,6.2230223,45.8530593,6.2232473,45.8531257,6.223085,45.8533676,6.222859,45.8532943",way/99899793,Décollage parapente FFVL de Planfait,74D015A,,yes,takeoff,pitch,free_flying,grass,,,,,yes,960,yes,,,FFVL,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1603274,46.1338677,6.1603058,46.1334242,6.1600859,46.1332025,6.1604262,46.1331031,6.1613052,46.1337388,6.1610363,46.1340313,6.161098,46.1340851,6.1608685,46.1344019,6.1603274,46.1338677",way/106377519,Atterrissage FFVL du Coin,,,yes,landing,pitch,free_flying,,,,,,,,yes,,,FFVL,,,bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1398169,45.4399185,6.1394613,45.4395529,6.1389484,45.4390256,6.1391908,45.4389095,6.1397348,45.4394689,6.1400592,45.4398024,6.1398169,45.4399185",way/135152262,Atterrissage du Molliet,,,yes,landing,pitch,free_flying,grass,,,,,yes,714,yes,,no,FFVL,Tetras Du Vol Gelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.1740028,45.4210326,6.1725222,45.4206712,6.1723828,45.4204829,6.1714601,45.4200311,6.1706769,45.4198654,6.1703715,45.4198334,6.16881,45.4196696,6.1689281,45.4193232,6.1691641,45.4189014,6.1699495,45.4191635,6.1704837,45.4194512,6.1712455,45.4196997,6.1722969,45.4200969,6.1727556,45.4204754,6.1740886,45.4208293,6.1740028,45.4210326",way/135152363,Décollage de Val Pelouse,,,,takeoff,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.6991612,43.895971,3.6992497,43.895857,3.6994481,43.8953273,3.7001563,43.8953641,3.700116,43.8958106,3.6999953,43.8959285,3.6998317,43.8959981,3.6991612,43.895971",way/156439573,,,,yes,landing,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.5525937,45.7220287,6.5524119,45.7215763,6.5526925,45.7215283,6.5529135,45.7212219,6.5542964,45.7209144,6.5545832,45.7214127,6.5541788,45.7215362,6.5525937,45.7220287",way/166265613,Atterrissage parapente de Beaufort,,,yes,landing,pitch,free_flying,grass,,,,,yes,,yes,,no,FFVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.1039087,44.1101165,3.1038915,44.1100333,3.1040946,44.1100115,3.1041096,44.1100992,3.1039087,44.1101165",way/183238510,,,,,takeoff,piste,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.1030334,44.1099877,3.1030401,44.1097434,3.103397,44.1097788,3.1034013,44.110019,3.1030334,44.1099877",way/183238511,Millau - Puncho d'Agast,,yes,yes,takeoff,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.1015802,44.1106852,3.1014484,44.1107322,3.1012684,44.1107964,3.1008253,44.1102187,3.1009361,44.1100425,3.1009406,44.1099811,3.1009915,44.1098192,3.101056,44.1097832,3.1012434,44.1099526,3.1011579,44.1100305,3.1012598,44.110192,3.1011556,44.1102335,3.1013627,44.1105075,3.1014453,44.1104761,3.1015802,44.1106852",way/183238516,Millau - Puncho d'Agast,,yes,yes,takeoff,pitch,free_flying,,,https://intranet.ffvl.fr/sites_pratique/voir/27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.9065556,45.302938,5.9063789,45.3029503,5.9061399,45.3029015,5.9059985,45.302831,5.9056567,45.3023266,5.9053174,45.3017788,5.9053457,45.301721,5.9056593,45.3016169,5.9064099,45.3013928,5.9067851,45.3019216,5.9069855,45.3021945,5.9071007,45.3023577,5.9073557,45.3026095,5.9065556,45.302938",way/213214982,Atterrissage FFVL de Lumbin,38A022D,no,yes,landing,pitch,free_flying,grass,,https://federation.ffvl.fr/sites_pratique/voir/1252,,,yes,250,yes,,,FFVL,,,,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"2.9461669,45.7644741,2.9455214,45.7644556,2.9455081,45.764309,2.9460561,45.7639805,2.9463894,45.7637187,2.9472081,45.7637744,2.9472426,45.7638467,2.9478396,45.7638363,2.9479778,45.7640119,2.9484367,45.7641771,2.9491719,45.7642976,2.949663,45.7645834,2.9496729,45.7649276,2.9488975,45.7647804,2.9486706,45.7648659,2.9479449,45.7646907,2.9461669,45.7644741",way/224116193,Atterrissage : Ceyssat,,,yes,landing,pitch,free_flying,grass,,https://intranet.ffvl.fr/sites_pratique/voir/471,,,,1000,yes,"W,NW",,FFVL,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.0951578,44.4179223,4.0947823,44.4175468,4.0952608,44.4169847,4.0953831,44.4170028,4.0954689,44.4172173,4.0956728,44.4173399,4.0955719,44.4174216,4.0957264,44.4175162,4.0960225,44.4173909,4.0963487,44.4175392,4.0966448,44.4172606,4.0969023,44.4173602,4.0967778,44.4175085,4.0969345,44.4176208,4.0960376,44.4180449,4.0959582,44.4179886,4.0955435,44.4181296,4.0951578,44.4179223",way/230359719,Aire d'atterissage parapente Barbule,,,yes,landing,,free_flying,,,,meadow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8874624,45.308361,5.8879065,45.3082282,5.8881405,45.3083038,5.8880882,45.3084238,5.8882154,45.3084787,5.8881917,45.3085132,5.8878451,45.3085829,5.8874624,45.308361",way/231771568,Décollage FFVL Est,,,yes,takeoff,pitch,free_flying,grass,,,,,yes,,yes,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.5918167,45.7848825,5.5918874,45.7847837,5.5920266,45.7848833,5.5919559,45.7849821,5.5918167,45.7848825",way/232786124,,,,,takeoff,piste,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.102379,44.1108736,3.1022982,44.1112188,3.1020098,44.1111539,3.1022117,44.1108239,3.102379,44.1108736",way/233204546,,,,,takeoff,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.8900666,45.3104771,5.8905011,45.3097905,5.8910858,45.3099414,5.8915914,45.3102075,5.8910322,45.3107525,5.8900666,45.3104771",way/235577605,Décollage FFVL Sud,38D022B,yes,yes,takeoff,pitch,free_flying,grass,,,,,yes,950,yes,,no,FFVL,,,https://intranet.ffvl.fr/sites_pratique/voir/1255,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.2099928,46.1721958,6.2093233,46.1729982,6.2087013,46.1729872,6.208697,46.1729009,6.2089408,46.1725796,6.2093655,46.1720149,6.2099928,46.1721958",way/248574357,"Atterrissage FFVL ""Pont de Zone""",,,yes,landing,pitch,free_flying,grass,,,,,yes,,yes,,,FFVL,,,Bing,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.712267,44.5411707,5.7119609,44.5407831,5.7134981,44.5402376,5.7138173,44.5406949,5.712267,44.5411707",way/248782610,Décollage de Longeanne,05D009A,yes,yes,takeoff,pitch,free_flying,,,,,,,,yes,SW,,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.7432983,44.5406171,5.743332,44.5404607,5.7434921,44.5404832,5.7434407,44.540634,5.7432983,44.5406171",way/248782611,Décollage des Antennes Saint-Apôtre,05D009B,yes,yes,takeoff,pitch,free_flying,,,,,,,,yes,,,FFVL,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0179961,46.3585366,6.0181622,46.3582405,6.0183758,46.3583169,6.0181939,46.3585939,6.0179961,46.3585366",way/248783156,Décollage du Petit Mont Rond,,yes,yes,takeoff,pitch,free_flying,grass,,http://m.webcam-hd.com/mont-jura/la-faucille-1540,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0654184,46.3409711,6.0669466,46.3420462,6.0665973,46.3427596,6.0649235,46.3442366,6.0629004,46.3433022,6.0637882,46.3422873,6.0654184,46.3409711",way/248783157,Atterrissage de Gex parapente et delta,,,,landing,,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0800736,46.3676691,6.0803742,46.3676568,6.0806371,46.3676691,6.0807992,46.3677209,6.0809989,46.3677946,6.0805936,46.3679979,6.080508,46.3680093,6.0803583,46.3680293,6.0801507,46.3679501,6.0800736,46.3676691",way/248783852,Décollage de la Vesancienne,,yes,yes,takeoff,pitch,free_flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9934505,46.2779144,6.9939019,46.2764409,6.9944588,46.2766998,6.9943724,46.2770847,6.9942572,46.2774697,6.9941323,46.277994,6.9934505,46.2779144",way/251885715,villy atterrisage delta parapente,,,yes,landing,pitch,free_flying,grass,,,,,,,,,no,,,http://www.dpcovg.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0237834,46.297386,7.0233081,46.2967291,7.0237546,46.2965699,7.0243355,46.2971902,7.0237834,46.297386",way/251885717,Curnaux,,yes,yes,takeoff,pitch,free_flying,grass,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.0201722,46.2967189,7.020089,46.2964976,7.0205438,46.2964352,7.020604,46.2966871,7.0201722,46.2967189",way/251885718,Curnaux d'en bas,,yes,yes,takeoff,pitch,free_flying,grass,,,,deltalab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.0093248,46.3667816,6.0091034,46.3668784,6.0089927,46.3667748,6.009225,46.3666807,6.0093248,46.3667816",way/252319109,Col de la faucille,,yes,yes,takeoff,pitch,free_flying,grass,,,,,,,,NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.9773242,46.4316402,6.9772428,46.4313962,6.9775189,46.4313377,6.9776003,46.4316011,6.9773242,46.4316402",way/252577519,Décollage,,,yes,takeoff,pitch,free_flying,grass,,http://www.rnvl.ch/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.9274867,45.6178865,5.9273917,45.6178043,5.9272737,45.6178118,5.9272523,45.6176918,5.9274243,45.6175188,5.9276818,45.6175038,5.9280573,45.6172674,5.9281646,45.6171474,5.9289332,45.6174524,5.9281964,45.618202,5.9275709,45.6186962,5.9274867,45.6178865",way/259417307,Atterrissage FFVL des Brocolis,,,yes,landing,pitch,free_flying,grass,,,,"L'atterrissage Brocolis est fermé du 15 décembre à fin avril en raison d'une CTR. Pendant cette période, vous devez utiliser l'atterrissage de Montagny du site Verel Pragondran. Pour plus d'informations, consulter le site web des Z'Elephants Volants.",yes,275,yes,,no,FFVL,Les Z'elephants Volants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.0639063,44.0733119,3.0640887,44.0730729,3.0643704,44.0732058,3.0640887,44.0733735,3.0639063,44.0733119",way/280446358,Décollage de Brunas,,,,takeoff,pitch,free_flying,,,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"3.0561923,44.0793162,3.056482,44.0790888,3.0577855,44.0795513,3.0576621,44.0798133,3.0568823,44.0799082,3.0566482,44.0798039,3.0561923,44.0793162",way/280446768,Aire d'atterrissage Brunas - Les Cascades,,,,landing,,free_flying,,,,farmland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.7246266,45.9299145,6.7238916,45.9296981,6.7246587,45.9281347,6.7247231,45.9281347,6.7247875,45.928034,6.7254527,45.9279444,6.7255063,45.928034,6.7265846,45.9281534,6.7265953,45.9283213,6.7265631,45.9287019,6.725678,45.9287392,6.7251576,45.928784,6.7250021,45.9292392,6.7246266,45.9299145",way/294841080,Atterrissage FFVL de Chedde,,,,landing,pitch,free_flying,grass,,,,,,600,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"6.3396823,45.7775264,6.3392847,45.7774709,6.3392467,45.7774661,6.3393815,45.7771358,6.339862,45.7772805,6.3396823,45.7775264",way/300402095,Décollage de parapente de Marlens,,,yes,takeoff,pitch,free_flying,grass,,,,,yes,915,yes,,,,,,,,,,,,,,,,,,,,paraglider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.695271,45.4600349,4.6954963,45.4601645,4.6951334,45.4604837,4.6946452,45.4603934,4.6950932,45.4592557,4.695432,45.4592582,4.6954399,45.4588988,4.6954427,45.4587725,4.6958235,45.4587838,4.695271,45.4600349",way/305641144,Atterrisage du Cimetière,,,,landing,pitch,free_flying,,,,,,,,yes,,,,Sous le Vent du Pilat,,,,,,,,,,,,,,,,,svp42.free.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.6932969,45.4690087,4.6932377,45.4690857,4.6931572,45.4690554,4.6929985,45.4689954,4.6930577,45.4689183,4.6932969,45.4690087",way/305641146,Décollage du Mont Ministre,,,,takeoff,pitch,free_flying,,,,,,,757,yes,SE,,,Sous le Vent du Pilat,,survey,,,,,,,,,,,,,,,svp42.free.fr,2014-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"4.6947311,45.4581753,4.6947281,45.4582625,4.6950529,45.4585046,4.6949194,45.4585026,4.6945594,45.4584971,4.694555,45.4588322,4.6945486,45.4588931,4.6942185,45.4589115,4.6939395,45.4589294,4.693714,45.4589625,4.693505,45.4590084,4.6933132,45.4590667,4.6932862,45.4590481,4.6937977,45.45864,4.6947311,45.4581753",way/305641147,Atterrissage du Parking,,,,landing,pitch,free_flying,,,,,,,,yes,,,,Sous le Vent du Pilat,,,,,,,,,,,,,,,,,svp42.free.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.3610114,45.1236676,5.3606924,45.1235267,5.360599,45.1235901,5.3599039,45.1231826,5.3609483,45.1221895,5.3612595,45.1223896,5.3615777,45.1221334,5.3620134,45.122353,5.3617748,45.1226604,5.3625451,45.1229387,5.3622737,45.1236243,5.3612932,45.1232674,5.3610114,45.1236676",way/305796238,Atterrissage FFVL de Saint-Pierre-de-Chérennes,,,yes,landing,pitch,free_flying,,,,,,,350,no,,,FFVL,,,,,,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.3786544,45.1228339,5.378357,45.1226607,5.378561,45.1224899,5.3784088,45.1223264,5.3789379,45.1219945,5.3789449,45.1217285,5.3790971,45.1216951,5.3792976,45.1216822,5.3798025,45.1223508,5.3796519,45.1224075,5.3792596,45.1223801,5.3786544,45.1228339",way/305796239,déco de l'alevoux,,no,yes,takeoff,,free_flying,,,http://vercorsenvol.free.fr,grass,,,830,yes,NW,,ffvl,vercors envol,,,,,grassland,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.3173391,45.0069894,5.317065,45.0068239,5.3173376,45.0065211,5.3174473,45.0064687,5.3175303,45.0065148,5.3175747,45.0065776,5.3174429,45.0068867,5.3173391,45.0069894",way/306205753,décollage Delta de saint Jean en Royans,,yes,yes,takeoff,,free_flying,,,http://www.vercorsvollibre.fr,,,,860,yes,NW,,ffvl,Vercors vol libre,,,,,grassland,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.6192332,45.3239093,5.6195487,45.3241239,5.6197089,45.3250472,5.6187799,45.3252942,5.6187342,45.3249728,5.6185742,45.3245069,5.6183686,45.3240087,5.6181019,45.3236981,5.6180257,45.3231785,5.6192332,45.3239093",way/306291543,atterrissage de la buisse,,yes,yes,landing,,free_flying,,,,,,,180,yes,,,ffvl,Les Buses du Grand Ratz,,,,,grassland,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.6359981,45.3293436,5.6357813,45.3294032,5.6356062,45.3294136,5.6355806,45.3293104,5.635722,45.3292801,5.6357503,45.3291826,5.6358203,45.32914,5.6359981,45.3293436",way/306291544,décollage du Grand Ratz,,yes,yes,takeoff,,free_flying,,,,,,,810,yes,W,,ffvl,Les Buses du Grand Ratz,,,,,grassland,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.6609248,45.293172,5.6609207,45.2928673,5.6610555,45.2927508,5.661116,45.2926859,5.6612465,45.2925709,5.661385,45.2924426,5.6614752,45.2922581,5.6614626,45.2921268,5.6615721,45.2918859,5.662,45.2919731,5.6620752,45.2922912,5.6619967,45.2922956,5.6621531,45.2925587,5.6621387,45.2927319,5.6619945,45.2927332,5.6619829,45.292645,5.6618998,45.292613,5.6617597,45.2926092,5.6616653,45.2927483,5.6616164,45.2927317,5.6613562,45.2929059,5.6612634,45.2930954,5.661137,45.2931892,5.6609248,45.293172",way/314351240,Décollage Chalais Sud,,,,takeoff,,free_flying,,,,,,,,,"S,SE",,,,,,,,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"5.4858253,45.951359,5.4859305,45.9512837,5.4860532,45.9511919,5.4861947,45.951123,5.48644,45.9511952,5.4867041,45.951287,5.4865485,45.9514215,5.4863288,45.9515739,5.4862041,45.951533,5.4860767,45.9514346,5.4859022,45.9514543,5.4858253,45.951359",way/318233285,,,,,takeoff,,free_flying,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Polygon,"7.3818124,44.4991966,7.3816927,44.4991467,7.3816362,44.4989969,7.3818711,44.4987537,7.3819703,44.4986181,7.3821239,44.4985907,7.3824152,44.498792,7.3825259,44.4988887,7.3823814,44.4989853,7.3821352,44.4990192,7.3819861,44.4991384,7.3819342,44.4992221,7.3818124,44.4991966",way/319623785,,,,,,,free_flying,,,,,,,,,,,,,,,,,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
